artista,musica,album,kmeans_cluster
Big Brother & The Holding Company,Summertime,Cheap Thrills,1
Dr. Dre,What's The Difference,2001,1
Dr. Dre,What's The Difference,2001,1
Nico & Vinz,Am I Wrong,Black Star Elephant,1
Ice Cube,Check Yo Self,The Predator,1
Jidenna,Long Live the Chief,The Chief,1
Kanye West,Diamonds From Sierra Leone - Remix,Diamonds from Sierra Leone Remix ft Jay.z,1
Kanye West,Drive Slow,Late Registration,6
ScHoolboy Q,Hell Of A Night,Oxymoron,6
KRS-One,MC's Act Like They Don't Know,KRS-One,1
Carl Thomas,I Wish,Emotional,1
Ol' Dirty Bastard,Got Your Money (feat. Kelis),N***A Please,6
Ms. Lauryn Hill,Doo Wop (That Thing),The Miseducation of Lauryn Hill,6
Eminem,White America,The Eminem Show,6
Wu-Tang Clan,Gravel Pit,Gravel Pit,1
Tone-Loc,Funky Cold Medina,Loc-ed After Dark,6
Willie Nelson,Buddy,Good Times,6
Hilltop Hoods,The Nosebleed Section,The Calling,1
Katy Perry,It Takes Two,PRISM,1
Young MC,Know How,Stone Cold Rhymin',1
Mystikal,Shake Ya Ass,Let's Get Ready,1
Eric B. & Rakim,Paid In Full,Paid In Full,6
Public Enemy,Fight The Power,Fear Of A Black Planet,6
2Pac,Dear Mama,Me Against The World,6
2Pac,Dear Mama,Me Against The World,6
LL Cool J,Rock The Bells,Radio,6
M.I.A.,Paper Planes,Kala,1
M.I.A.,Paper Planes,Kala,1
Disturbing Tha Peace,Move Bitch,Word Of Mouf,6
Eminem,Cleanin' Out My Closet,The Eminem Show,1
Eminem,Cleanin' Out My Closet,The Eminem Show,1
Anderson .Paak,Come Down,Malibu,1
The Stairwells,Cocoa Butter Kisses,For Your Health,6
Eminem,My Dad's Gone Crazy,The Eminem Show,1
Lil Uzi Vert,X,Luv Is Rage 2,1
Lil Uzi Vert,X,Luv Is Rage 2,1
Beastie Boys,Sabotage,Ill Communication,1
Sir Mix-A-Lot,Baby Got Back,Mack Daddy,6
Gorillaz,Clint Eastwood,Gorillaz,6
Nas,Represent,Illmatic XX,1
Nas,Represent,Illmatic XX,1
Ice Cube,AmeriKKKa's Most Wanted,AmeriKKKa's Most Wanted,6
Gang Starr,Code Of The Streets,Hard To Earn,1
Kanye West,New Slaves,Yeezus,6
A Tribe Called Quest,Award Tour,Midnight Marauders,6
A Tribe Called Quest,We The People....,We got it from Here... Thank You 4 Your service,1
Dr. Dre,Xxplosive,2001,1
Dr. Dre,Xxplosive,2001,1
Dr. Dre,Murder Ink,2001,1
One Direction,Never Enough,Made In The A.M.,1
Fat Joe,Deep Cover,This Is East Coast Hip Hop,1
Fat Joe,Deep Cover,This Is East Coast Hip Hop,1
Roberta Flack,Killing Me Softly With His Song,Killing Me Softly,6
Roberta Flack,Killing Me Softly With His Song,Killing Me Softly,6
Eric Clapton,Cocaine,Slowhand 35th Anniversary,6
Anthrax,Bring The Noise,Attack Of The Killer B's,6
The Sugarhill Gang,Apache (Jump On It),Rapper's Delight,6
Chiddy Bang,Mind Your Manners (feat. Icona Pop),Breakfast,1
N.E.R.D,She Wants To Move,Fly Or Die,1
The Beach Boys,Good Vibrations,Smiley Smile,1
Donnie Trumpet & The Social Experiment,Sunday Candy,Surf,6
Young MC,Bust A Move,Stone Cold Rhymin',1
Anderson .Paak,Parking Lot,Malibu,1
Hannah Montana,The Good Life,Hannah Montana The Movie,1
Azealia Banks,212,1991 EP,1
Ludacris,Money Maker,Release Therapy,1
Wreckx-N-Effect,Rump Shaker,Hard Or Smooth,1
50 Cent,"Wanksta - From ""8 Mile"" Soundtrack",Get Rich Or Die Tryin',1
JAY Z,Otis,Watch The Throne,6
JAY Z,Otis,Watch The Throne,6
Frank Ocean,Swim Good,Swim Good,1
JAY Z,Izzo (H.O.V.A.),The Blueprint,1
JAY Z,Run This Town,The Blueprint 3,1
JAY Z,Run This Town,The Blueprint 3,1
A Tribe Called Quest,The Space Program,We got it from Here... Thank You 4 Your service,1
Eminem,Spend Some Time,Encore,6
Eminem,Berzerk,The Marshall Mathers LP2,1
Eminem,The Monster,The Marshall Mathers LP2,1
Eminem,Just Don't Give A Fuck,The Slim Shady LP,1
Eminem,Just Don't Give A Fuck,The Slim Shady LP,1
Eminem,I'm Shady,The Slim Shady LP,1
Eminem,I'm Shady,The Slim Shady LP,1
N.W.A.,Gangsta Gangsta,Straight Outta Compton,1
Eazy-E,We Want Eazy,Eazy-Duz-It,1
Geto Boys,Damn It Feels Good to Be a Gangsta,Uncut Dope,6
LL Cool J,I Can't Live Without My Radio,Radio,6
JAY Z,D.O.A. (Death Of Auto-Tune),The Blueprint 3,1
JAY Z,Why I Love You,Watch The Throne,1
JAY Z,Hard Knock Life (Ghetto Anthem),"Def Jam 25, Vol. 25 - Classics",1
Nas,Halftime,Illmatic XX,1
50 Cent,Patiently Waiting,Get Rich Or Die Tryin',1
Haiku D'Etat,Non Compos Mentis,Haiku D'Etat,1
Public Enemy,By The Time I Get To Arizona,POWER TO THE PEOPLE AND THE BEATS - Public Enemy's Greatest Hits,1
Russ,The Formula,The Formula,1
LL Cool J,I Need Love,Bigger And Deffer,8
Kurtis Blow,The Breaks,Kurtis Blow,6
Eric B. & Rakim,Don't Sweat The Technique,Don't Sweat The Technique,1
A Tribe Called Quest,Bonita Applebum - includes 'Can I Kick It' Intro,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),1
M.I.A.,Borders,AIM,1
Naughty By Nature,O.P.P,Naughty By Nature,1
Kanye West,Facts (Charlie Heat Version),The Life Of Pablo,1
Kanye West,FML,The Life Of Pablo,6
J. Cole,January 28th,2014 Forest Hills Drive,6
Kirk Knight,I Know (feat. Mick Jenkins),Late Knight Special,1
Drake,Tuscan Leather,Nothing Was The Same,1
Kanye West,Freestyle 4,The Life Of Pablo,6
Drake,Look What You've Done,Take Care,8
Drake,Look What You've Done,Take Care,8
Kanye West,Father Stretch My Hands Pt. 1,The Life Of Pablo,1
The Weeknd,Rolling Stone,Trilogy,6
The Weeknd,Rolling Stone,Trilogy,1
Kanye West,Guilt Trip,Yeezus,1
ScHoolboy Q,Break The Bank,Oxymoron,1
Drake,From Time,Nothing Was The Same,6
Fetty Wap,RGF Island,Fetty Wap,1
The Weeknd,The Hills,Beauty Behind The Madness,6
The Weeknd,Acquainted,Beauty Behind The Madness,6
Jake Owen,Real Life,Real Life,6
The Weeknd,Often - Kygo Remix,Often,6
Smija,Paper Pools,Everything Was the Same,1
Justin Bieber,One Love,Believe,6
Baro,Bears,17/18,6
SZA,Childs Play (feat. Chance the Rapper),Z,8
Logic,Till The End,Under Pressure,6
Kirk Knight,5 Minutes (feat. Joey Bada$$),Late Knight Special,1
Kirk Knight,"Good Knight (feat. Joey Bada$$, Flatbush Zombies & Dizzy Wright)","Good Knight (feat. Joey Bada$$, Flatbush Zombies & Dizzy Wright)",1
PARTYNEXTDOOR,Don't Run,PARTYNEXTDOOR 3 (P3),6
Drake,6 Man,If You're Reading This It's Too Late,6
The Weeknd,High For This,Trilogy,8
Fetty Wap,679 (feat. Remy Boyz),679 (feat. Remy Boyz),1
Fetty Wap,My Way (feat. Monty),Fetty Wap,1
J. Cole,A Tale of 2 Citiez,2014 Forest Hills Drive,6
Robert DeLong,Feels Like,Long Way Down,6
Sinead Harnett,No Other Way,N.O.W,6
Gallant,Episode,Ology,1
Drake,Star67,If You're Reading This It's Too Late,6
Kelly Clarkson,Ready,All I Ever Wanted,6
Jaheim,Just In Case,Ghetto Love,1
Eminem,Like Toy Soldiers,Encore,1
Eminem,Like Toy Soldiers,Encore,1
A Tribe Called Quest,Can I Kick It? - J. Cole Remix,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),6
Wu-Tang Clan,A Better Tomorrow,A Better Tomorrow,1
Joey Bada$$,Like Me (feat. BJ The Chicago Kid),B4.DA.$$,1
Wu-Tang Clan,Shame On a Nigga,Enter The Wu-Tang Clan - 36 Chambers (Deluxe Version),6
Jimi Hendrix,Purple Haze,Are You Experienced,1
Wu-Tang Clan,Cash Still Rules / Scary Hours (Still Don't Nothing Move but the Money),Wu-Tang Forever (Explicit),1
Wu-Tang Clan,As High as Wu-Tang Get,Wu-Tang Forever (Explicit),1
J. Cole,False Prophets,False Prophets,6
J. Cole,everybody dies,everybody dies,6
Lecrae,Non-Fiction,Non-Fiction,1
Bas,Night Job,Too High To Riot,6
Mura Masa,Lotus Eater,Soundtrack to a Death,8
Mura Masa,When U Need Me,Someday Somewhere,6
Afroman,Crazy Rap (Colt 45 & 2 Zig Zags),The Good Times,6
Big L,98 Freestyle,The Big Picture,6
6LACK,Learn Ya,FREE 6LACK,6
Black Star,Respiration,Mos Def & Talib Kweli Are Black Star,1
Big Sean,Living Single,Living Single,1
Riton,Rinse & Repeat - Radio Edit,Rinse & Repeat,1
Drake,4422,More Life,8
Drake,Since Way Back,More Life,6
Flume,Insane,Flume,6
Amir Obe,NATURALLY,None Of The Clocks Work,6
Joey Bada$$,ROCKABYE BABY (feat. ScHoolboy Q),ALL-AMERIKKKAN BADA$$,1
"Tyler, The Creator",Tamale,Wolf,1
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",I Don’t Wanna Live Forever (Fifty Shades Darker),6
Frank Ocean,Nikes,Blonde,8
Foo Fighters,Everlong - Acoustic Version,Greatest Hits,8
Kanye West,Frank's Track,The Life Of Pablo,6
The Roots,The Seed (2.0),Phrenology,1
The Roots,The Seed (2.0),Phrenology,1
XXXTENTACION,Looking for a Star,Revenge,6
Dave,Wanna Know Remix (feat. Drake),Wanna Know Remix (feat. Drake),6
BROCKHAMPTON,HEAT,SATURATION,1
BROCKHAMPTON,FACE,SATURATION,6
KAYTRANADA,GOT IT GOOD,99.9%,6
Eminem,W.T.P.,Recovery,1
Blackbird Blackbird,Pure,Summer Heart,6
Isaiah Rashad,4r Da Squaw,The Sun's Tirade,6
Aminé,Turf,Good For You,6
Rihanna,Bitch Better Have My Money,Bitch Better Have My Money,1
Frank Ocean,Biking,Biking,6
Frank Ocean,Lens,Lens,6
Pusha T,"Trouble on My Mind (feat. Tyler, The Creator)",Fear of God II,1
Madvillain,All Caps,Madvillainy,1
Madvillain,All Caps,Madvillainy,1
French Montana,Trippin,Jungle Rules,6
BROCKHAMPTON,STAR,SATURATION,6
BROCKHAMPTON,JUNKY,SATURATION II,6
BROCKHAMPTON,JUNKY,SATURATION II,1
XXXTENTACION,Dead Inside (Interlude),17,8
2 Chainz,We Own It (Fast & Furious),B.O.A.T.S. II #METIME,1
XXXTENTACION,Orlando,17,8
Swell,I'm sorry (feat. shiloh),theres still us EP,1
Jamie xx,Sleep Sound,Girl/Sleep Sound,8
Vince Staples,Yeah Right,Big Fish Theory,6
Vince Staples,Yeah Right,Big Fish Theory,6
King Geedorah,Anti-Matter,Take Me To Your Leader,1
Tycho,L,Awake,6
H.E.R.,U,H.E.R. Volume 1,6
Amir Obe,CIGARETTES,None Of The Clocks Work,6
YBN Nahmir,Rubbin Off The Paint,Rubbin Off The Paint,1
Kid Cudi,Make Her Say,Man On The Moon: The End Of Day,1
Kanye West,Hold My Liquor,Yeezus,6
Sampha,(No One Knows Me) Like the Piano,Process,8
BROCKHAMPTON,SUMMER,SATURATION II,6
Kris Wu,Deserve (feat. Travis Scott),Deserve (feat. Travis Scott),1
FKJ,Better Give U Up,French Kiwi Juice,1
Future,Damage,HNDRXX,1
Flume,Warm Thoughts,Flume: Deluxe Edition,1
Madvillain,Accordion,Madvillainy,1
Fifth Harmony,Who Are You,Reflection,6
DJ Drama,"Camera (feat. 1st FKI, Lil Uzi Vert, Mac Miller, and Post Malone)",Quality Street Music 2,6
Sam Smith,Pray,The Thrill Of It All,6
Maroon 5,Pure Imagination,Change Is Now: Renewing America's Promise,6
KAYTRANADA,DRIVE ME CRAZY,99.9%,6
PnB Rock,Plans,GTTM: Goin Thru the Motions,6
King Geedorah,Next Levels,Take Me To Your Leader,6
King Geedorah,Fazers,Take Me To Your Leader,1
Tigers Jaw,Hum,Charmer,1
Toots & The Maytals,54-46 Was My Number,In The Dark,6
Sugar Ray,Morning Sun,Music for Cougars,6
Rude.,Eternal Youth,Eternal Youth,6
Adam Lambert,Ghost Town,The Original High,1
Tyga,Ice Cream Man,Fuk Wat They Talkin Bout,1
Too $hort,The Ghetto,Short Dog's In The House,6
Too $hort,The Ghetto,Short Dog's In The House,6
Kanye West,Hell Of A Life,My Beautiful Dark Twisted Fantasy,1
San Cisco,RUN,Gracetown,6
San Cisco,RUN,Gracetown,1
Reo Cragun,Inconsiderate,Growing Pains,6
Madvillain,Figaro,Madvillainy,1
Madvillain,Figaro,Madvillainy,1
Jack Grace,Hills,River,6
Hippie Sabotage,Om,Providence,1
Hippie Sabotage,Om,Providence,1
BROCKHAMPTON,BEN CARSON,ALL-AMERICAN TRASH,6
OutKast,?,Stankonia,1
Drake,Childs Play,Views,6
KAYTRANADA,YOU'RE THE ONE,99.9%,6
Smino,Wild Irish Roses,blkswn,6
Låpsley,Hurt Me,Long Way Home,6
"Tyler, The Creator",Answer,Wolf,1
Wiz Khalifa,Something New (feat. Ty Dolla $ign),Something New (feat. Ty Dolla $ign),1
A Tribe Called Quest,Vibes and Stuff,The Low End Theory,8
Isobel Anderson,Waiting for You,In My Garden,8
KAYTRANADA,TOGETHER,99.9%,6
KAYTRANADA,TOGETHER,99.9%,1
Imagine Dragons,Polaroid,Smoke + Mirrors,1
Powerman 5000,Free,Transform,6
Goody Grace,Pretend,Pretend,8
Beach House,Wild,Bloom,6
Simplicity,Honesty,"Simplicity: Spa Relaxation Music: Sound Therapy for Restful Sleep, Massage, Meditation, and Yoga",8
Black Sheep,The Choice Is Yours (Revisited),A Wolf In Sheep's Clothing,6
Al Green,Let's Stay Together,Let's Stay Together,6
Al Green,Let's Stay Together,Let's Stay Together,6
Bishop Nehru,You Stressin',You Stressin',1
Green Day,Let Yourself Go,¡UNO!,6
Viktor Vaughn,Can I Watch? (feat. Apani B as Nikki),Vaudeville Villain,6
The Hipster Orchestra,Bad Religion,King of Instruments,8
Cherub,Lifesaver,Year of the Caprese,6
2Pac,Do For Love,R U Still Down? [Remember Me],1
A Tribe Called Quest,Verses from the Abstract,The Low End Theory,6
Aretha Franklin,Son Of A Preacher Man,Queen Of Soul - The Best of Aretha Franklin,6
Separations,Dream Eater,Dream Eater,6
Black Star,Brown Skin Lady,Mos Def & Talib Kweli Are Black Star,6
Neck Deep,Sweet Nothings,Wishful Thinking,6
Paula Abdul,Cold Hearted,Forever Your Girl,1
Fugees,"No Woman, No Cry",The Score,6
Lupe Fiasco,Daydreamin' (feat. Jill Scott),Lupe Fiasco's Food & Liquor,1
Eminem,Bad Meets Evil,The Slim Shady LP,1
The Front Bottoms,Peach,Talon Of The Hawk,6
Childish Gambino,Baby Boy,"""Awaken, My Love!""",6
Vance Joy,Georgia,Dream Your Life Away,6
Kanye West,Devil In A New Dress,My Beautiful Dark Twisted Fantasy,1
Madvillain,Raid,Madvillainy,1
King Geedorah,Krazy World,Take Me To Your Leader,1
Bobby Caldwell,What You Won't Do for Love,What You Won't Do for Love,6
2Pac,Run Tha Streetz,All Eyez On Me,1
Jason Gray,Glow In The Dark,Post Script,6
Hillsong Worship,Emmanuel,Born Is The King,6
"Tyler, The Creator",Awkward,Wolf,1
Injury Reserve,Keep on Slippin (feat. Vic Mensa),Floss,6
Satellite Stories,Campfire,Pine Trails,6
Willow,Wait a Minute!,ARDIPITHECUS,1
Jamie xx,Obvs,In Colour,8
Jamie xx,Far Nearer,Far Nearer,8
Phillip Phillips,So Easy,The World From The Side Of The Moon,6
50 Cent,Many Men (Wish Death),Get Rich Or Die Tryin',1
50 Cent,Many Men (Wish Death),Get Rich Or Die Tryin',1
Eastghost,D'vocean,D'vocean,6
DRAM,Cash Machine,Big Baby DRAM,1
The Doobie Brothers,Black Water,What Were Once Vices Are Now Habits,6
Jason Mraz,Lucky,We Sing. We Dance. We Steal Things.,8
Travis Scott,sdp interlude,Birds In The Trap Sing McKnight,6
Kanye West,Send It Up,Yeezus,6
Justin Bieber,Hold Tight,Journals,8
Cookie Monsta,Riot!,Riot!,6
OutKast,Wheelz of Steel,ATLiens,6
Naughty By Nature,Feel Me Flow,Poverty's Paradise,1
Slick Rick,Children's Story,The Great Adventures Of Slick Rick,1
Sleeping At Last,Earth,Atlas: Year One,6
KYLE,Keep It Real,Beautiful Loser,1
KYLE,Keep It Real,Beautiful Loser,6
THEY.,Deep End,Nü Religion: HYENA,8
Kid Cudi,Mojo So Dope,Man On The Moon II: The Legend Of Mr. Rager,6
A Tribe Called Quest,Steve Biko (Stir It Up),Midnight Marauders,6
NCT DREAM,Chewing Gum,The First - The 1st Single Album,6
Morgan Page,Where Did You Go,In The Air,6
Wu-Tang Clan,Hollow Bones,The Essential Wu-Tang Clan,6
Travie McCoy,Billionaire (feat. Bruno Mars),Lazarus,1
Kid Cudi,Rose Golden,"Passion, Pain & Demon Slayin'",6
Omar Kadir,Catch Up,Catch Up,1
Emmit Fenn,1995,Prologue,6
Kanye West,Hey Mama,Late Registration,1
Erykah Badu,On & On,Baduizm,6
French Montana,Gifted,Excuse My French,1
Henry Hall,See the Sun,See the Sun,6
FloFilz,Bassment Jazz,Speakthru,6
Pasadena,Sick and Tired,Sick and Tired,6
Ex Vivian,Pretty Girls,ex vivian,6
Quasimoto,Answers,Soundpieces: Da Antidote,6
Snoop Dogg,Tha Shiznit,Doggystyle,1
Snoop Dogg,Tha Shiznit,Doggystyle,1
Bahamas,Whole Wide World,Pink Strat,6
Real Friends,Loose Ends,Maybe This Place Is The Same And We're Just Changing,6
A$AP Rocky,Back Home,AT.LONG.LAST.A$AP,8
Eek-A-Mouse,Ganja Smuggling,Wa-Do-Dem,6
Nice & Smooth,Sometimes I Rhyme Slow,Ain't A Damn Thing Changed,6
SLik d,2 for 1,Forever Thankful,1
People Under The Stairs,Acid Raindrops,Acid Raindrops,6
León Larregui,Souvenir,Solstis - De León Larregui,6
Marina and the Diamonds,Blue,FROOT,6
"Hank Williams, Jr.",The American Dream,Greatest Hits,1
Quasimoto,Planned Attack,"Yessir, Whatever",6
Action Bronson,Strictly 4 My Jeeps,SAAAB Stories produced by Harry Fraud,1
The Roots,Right On,How I Got Over,1
Elijah Blake,Zonin',Blueberry Vapors,1
JAY Z,Stretch and Bobbito Show '95,L Corleone,6
Ice Billion Berg,The Best,Damage Is Done 2,1
Cam’ron,Killa Cam,The Color Purple,1
SAINt JHN,Reflex,Reflex,6
Rayland Baxter,Young Man,Imaginary Man,6
Snoop Dogg,Let's Get Blown,R&G (Rhythm & Gangsta): The Masterpiece,6
EPMD,You Gots To Chill,Strictly Business,1
August Alsina,Wait,Wait,8
Redman,Tonight's Da Night,Whut? The Album,1
Migos,All Good,Rich Ni**a Timeline,6
Lupe Fiasco,"Kick, Push",Lupe Fiasco's Food & Liquor,1
Will Reagan,Take a Moment,Endless Years,6
Randy Houser,Fired Up,Fired Up,1
Isaac Hayes,Do Your Thing,Greatest Hits Singles,1
2Pac,2 Of Amerikaz Most Wanted,Greatest Hits,1
50 Cent,Outta Control - Remix,Blood Money,1
50 Cent,Window Shopper,Window Shopper,1
Mobb Deep,Have A Party,Blood Money,1
Jurassic 5,What's Golden,Power In Numbers,1
Control Machete,Si Señor,"Artilleria Pesada, Presenta:",1
El Gran Combo De Puerto Rico,Brujeria,Aqui No Se Sienta Nadie!,1
Azizi Gibson,Toast,Backward Books (Reloaded),1
Grits,Ooh Ahh (My Life Be Like) (feat. Toby Mac),The Art of Translation,1
Juelz Santana,There It Go (The Whistle Song),What The Game's Been Missing!,1
North Point InsideOut Featuring Seth Condrey Featuring Heath Balltzglier,Furious,No One Higher,1
Ludacris,How Low,Battle Of The Sexes,6
Don Omar,Bandoleros,Los Bandoleros,1
Spiderbait,Black Betty - Edit,Tonight Alright,6
Ludacris,Act A Fool,Chicken - N - Beer,1
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)","Flex (Ooh, Ooh, Ooh)",1
Rich Gang,Tapout,Rich Gang,6
Warren G,Party We Will Throw Now!,Party We Will Throw Now! - Single,1
David Banner,Like A Pimp,Mississippi: The Album,1
SoMo,Play,The Answers,1
Xzibit,Get Your Walk On,Restless,1
Cassidy,I'm A Hustla - Street Mix/ Dirty Version,I'm A Hustla,1
50 Cent,Disco Inferno,The Massacre,1
Diddy,Satisfy You,Forever,6
Savoy,Pump It Up,1000 Years - EP,1
(Hed) P.E.,Let's Ride,Major Pain 2 Indee Freedom-The Best of (hed) p.e.,1
(Hed) P.E.,Let's Ride,Major Pain 2 Indee Freedom-The Best of (hed) p.e.,1
112,Peaches & Cream (feat. P. Diddy),R&B Hits,1
Eve,Let Me Blow Ya Mind,Scorpion,1
Eve,Let Me Blow Ya Mind,Scorpion,1
Ghostface Killah,Be Easy,Fishscale,1
Lil Jon & The East Side Boyz,Throw It Up,Kings Of Crunk,1
Dorrough Music,Walk That Walk,Dorrough Music,1
J-Kwon,Tipsy - Club Mix,Hood Hop,1
Amerie,Why Don't We Fall in Love,All I Have,1
Jeezy,Put On,The Recession,1
Ludacris,Growing Pains,Word Of Mouf,1
Jay Rock,Hood Gone Love It (feat. Kendrick Lamar),Follow Me Home,1
Eazy-E,Eazy-er Said Than Dunn,Eazy-Duz-It,1
DJ Esco,How It Was (feat. Future),No Sleep,6
The Game,Ali Bomaye,Jesus Piece,1
DJ Quik,Pitch In OnA Party,Born And Raised In Compton: The Greatest Hits,6
MC Eiht,Straight Up Menace,The Best of MC Eiht,6
Ricardo Brown,What Would U Do?,Entourage (Original Motion Picture Soundtrack),1
The Lady Of Rage,Afro Puffs,Above The Rim,1
Westside Connection,Hoo-Bangin' (WSCG Style),Bow Down,6
Method Man,Da Rockwilder,Blackout!,1
Big Gigantic,Long Time Coming,Brighter Future,1
Duke Dumont,Ocean Drive,Ocean Drive,1
Lil' Kim,Magic Stick,La Bella Mafia,6
2Pac,Lil' Homies,Until The End Of Time,1
Wiz Khalifa,Hollywood Hoes,Flight School,1
DJ Quik,Jus Lyke Compton,Born And Raised In Compton: The Greatest Hits,6
Petey Pablo,Freek-A-Leek,Still Writing In My Diary: 2nd Entry,1
G-Unit,My Buddy,Beg For Mercy,1
G-Unit,Beg For Mercy,Beg For Mercy,1
Nas,Street Dreams,It Was Written,1
Favored Nations,The Set Up,"The Music of Grand Theft Auto V, Vol. 1: Original Music",1
Ice Cube,Gangsta Rap Made Me Do It,Raw Footage,1
Diddy,I'll Be Missing You (feat. Faith Evans & 112),No Way Out (Remastered Edition),6
Diddy,Can't Nobody Hold Me Down (feat. Mase),No Way Out,1
Edwin McCain,I'll Be,Misguided Roses,6
KRS-One,Step into a World (Rapture's Delight),The Essential Boogie Down Productions / KRS-One,1
Digital Underground,The Humpty Dance,Sex Packets,1
2Pac,When We Ride On Our Enemies - Briss Remix,Better Dayz,1
2Pac,Me Against The World,Me Against The World,1
2Pac,Death Around The Corner,Me Against The World,6
Tha Dogg Pound,"New York, New York",Dogg Food,1
Kurupt,We Can Freak It,Kuruption!,1
2Pac,So Many Tears,Me Against The World,1
Sam Smith,Money On My Mind,In The Lonely Hour,6
Dilated Peoples,Worst Comes To Worst,Expansion Team,1
William Fitzsimmons,Beautiful Girl,Gold In the Shadow,1
August Alsina,Ghetto,Downtown: Life Under The Gun,1
Group Home,The Legacy,Gifted Unlimited Rhymes Universal,1
Erykah Badu,Back In The Day,Worldwide Underground,1
Berner,20 Joints,20 Joints - Single,1
Drake,Worst Behavior,Nothing Was The Same,1
Drake,Too Much,Nothing Was The Same,6
Rihanna,Needed Me,ANTI,6
Swizz Beatz,It's Me B*#@hes - Main,One Man Band Man,1
Jeremih,Down On Me,All About You,6
Chris Brown,Pass Out,Graffiti,1
Beach Weather,Swoon,What a Drag,1
Kevin Gates,Careful,Stranger Than Fiction,6
Alvaro,Watching You,Watching You,6
Anitta,Bang,Bang,6
John Denver,"Take Me Home, Country Roads","The John Denver Collection, Vol. 1: Take Me Home Country Roads",6
2Pac,Can't C Me,All Eyez On Me,1
MC Hammer,U Can't Touch This,Please Hammer Don't Hurt 'Em,6
The Suitcase Junket,The Rain,Dying Star,1
Urban Cone,Old School,Old School,1
Roy Jones Jr.,Can't Be Touched (feat. Mr. Magic & Trouble),"Body Head Bangerz, Vol. 1",1
Ice Cube,Why We Thugs,"Laugh Now, Cry Later",1
Eric B. & Rakim,Microphone Fiend,Follow The Leader,1
2Pac,Shorty Wanna Be A Thug,All Eyez On Me,1
Lil Wayne,Krazy,Krazy,1
2Pac,Temptations,Me Against The World,1
DJ Mustard,Vato,Vato,1
Juicy J,Let's Get High,Hustle Till I Die,1
Snoop Dogg,That's That Shit,Tha Blue Carpet Treatment,1
Dr. Dre,The Watcher,2001,1
Rachel Platten,Superman,Wildfire,1
Snoop Dogg,Gz And Hustlas (feat. Nancy Fletcher),Doggystyle,1
Oingo Boingo,Just Another Day,Dead Man's Party,6
Oingo Boingo,Just Another Day,Dead Man's Party,1
